ArticleNumber;Size;Quantity
127073;17;1
127073;18;1
127073;19;1
127073;20;1
159966;36;1
159966;38;1
159966;42;1
159966;46;1
159966;34;1
395218;40;1
395218;42;1
395218;44;1
74551;42;1
74551;44;1
74551;46;1
758225;26;1
758225;27;1
758225;28;1
758225;29;1
84278;36;1
84278;34;1
93952;19;1
93952;20;1
93952;21;1
93952;22;1
114555;38;1
114555;40;1
114555;42;1
114555;44;1
114555;34;1
114555;36;1
124140;38;1
124140;40;1
124140;42;1
124140;44;1
124140;46;1
124140;34;1
124140;36;1
877629;42;1
110197;34;1
16978;34;1
16978;36;1
16978;38;1
16978;40;1
16978;42;1
2651;40;1
2651;42;1
2651;44;1
2651;34;1
2651;36;1
2651;38;1
307550;54;1
307550;42;1
307550;44;1
307550;48;1
307550;50;1
307550;52;1
34810;18;1
34810;19;1
34810;20;1
34810;21;1
34810;22;1
34810;23;1
34810;17;1
3885;38;1
3885;40;1
3885;42;1
3885;44;1
3885;46;1
3885;34;1
3885;36;1
40365;36;1
40365;38;1
40365;40;1
40365;42;1
40365;44;1
40365;46;1
40365;34;1
419225;29;1
419225;30;1
419225;31;1
419225;32;1
419225;26;1
419225;27;1
419225;28;1
470424;34;1
548047;44;1
548047;46;1
548047;48;1
548047;50;1
548047;52;1
548047;54;1
548047;42;1
625112;88;1
625112;92;1
625112;96;1
625112;72;1
625112;76;1
625112;80;1
625112;84;1
6399;46;1
6399;34;1
6399;36;1
6399;38;1
6399;40;1
6399;42;1
6399;44;1
545484;36;1
545484;38;1
545484;42;1
545484;34;1
645850;42;1
645850;44;1
645850;34;1
645850;36;1
645850;38;1
645850;40;1
683964;34;1
683964;36;1
683964;38;1
683964;40;1
683964;42;1
683964;44;1
683964;32;1
702820;36;1
702820;44;1
702820;46;1
702820;34;1
7866;34;1
7866;36;1
7866;38;1
7866;40;1
7866;42;1
79623;40;1
79623;42;1
79623;44;1
79623;46;1
79623;34;1
79623;36;1
79623;38;1
839871;40;1
839871;46;1
839871;48;1
839871;50;1
839871;54;1
848335;18;1
848335;19;1
848335;20;1
848335;21;1
848335;22;1
848335;76;1
848335;17;1
885793;38;1
885793;40;1
885793;42;1
885793;44;1
885793;32;1
885793;34;1
885793;36;1
94323;22;1
94323;23;1
94323;17;1
94323;18;1
94323;19;1
94323;20;1
94323;21;1
26200;40;1
26200;42;1
26200;44;1
26200;34;1
26200;36;1
26200;38;1
68403;44;1
68403;46;1
68403;34;1
68403;36;1
68403;38;1
68403;40;1
68403;42;1
70691;46;1
70691;34;1
70691;36;1
70691;38;1
70691;40;1
70691;42;1
70691;44;1
8567;19;1
8567;20;1
8567;21;1
8567;22;1
8567;23;1
8567;17;1
8567;18;1
26982;36;1
26982;38;1
26982;40;1
26982;42;1
26982;44;1
26982;46;1
26982;34;1
467275;46;1
467275;48;1
467275;50;1
467275;52;1
467275;54;1
467275;56;1
467275;44;1
191323;21;1
191323;22;1
191323;23;1
191323;17;1
191323;18;1
191323;19;1
191323;20;1
197222;42;1
197222;44;1
197222;46;1
197222;34;1
197222;36;1
197222;38;1
197222;40;1
505167;38;1
505167;40;1
505167;42;1
505167;44;1
505167;32;1
505167;34;1
505167;36;1
651139;72;1
651139;16;1
651139;17;1
651139;18;1
651139;19;1
651139;20;1
651139;21;1
700956;44;1
700956;32;1
700956;34;1
700956;36;1
700956;38;1
700956;40;1
700956;42;1
7181;19;1
7181;20;1
7181;21;1
7181;22;1
7181;23;1
7181;17;1
7181;18;1
446902;34;1
446902;38;1
446902;40;1
446902;42;1
446902;44;1
446902;32;1
5664;19;1
5664;20;1
5664;21;1
5664;22;1
5664;23;1
5664;17;1
5664;18;1
68820;22;1
68820;23;1
68820;17;1
68820;18;1
68820;19;1
68820;20;1
68820;21;1
7130;46;1
7130;34;1
7130;36;1
7130;38;1
7130;40;1
7130;42;1
7130;44;1
589676;32;1
589676;34;1
589676;36;1
589676;38;1
589676;40;1
589676;42;1
589676;44;1
677337;42;1
677337;44;1
677337;32;1
677337;34;1
677337;36;1
677337;38;1
677337;40;1
783592;40;1
783592;42;1
783592;34;1
783592;38;1
2297;20;1
2297;21;1
2297;22;1
2297;23;1
2297;17;1
2297;18;1
267364;38;1
27807;38;1
27807;42;1
27807;44;1
393721;34;1
393721;36;1
44370;40;1
44370;36;1
44370;38;1
5162;46;1
5162;34;1
5162;42;1
5162;44;1
60493;42;1
60493;44;1
60493;46;1
60493;36;1
60493;40;1
7480;18;1
8184;17;1
8184;19;1
8184;22;1
88179;34;1
88179;36;1
88179;38;1
9516;34;1
9516;40;1
9516;44;1
9516;46;1
95221;36;1
95221;38;1
96044;38;1
96044;40;1
96044;42;1
96044;44;1
96044;46;1
96044;36;1
98999;42;1
98999;34;1
98999;36;1
98999;38;1
11380;40;1
11380;42;1
11380;44;1
11380;38;1
192705;38;1
192705;40;1
192705;42;1
192705;44;1
192705;34;1
192705;36;1
21885;18;1
21885;19;1
21885;20;1
21885;21;1
21885;22;1
21885;23;1
21885;17;1
2806;19;1
2806;20;1
2806;21;1
2806;22;1
2806;23;1
2806;17;1
2806;18;1
389161;36;1
389161;34;1
393485;34;1
393485;42;1
393485;44;1
44363;38;1
44363;40;1
44363;36;1
4934;38;1
4934;40;1
4934;42;1
677390;38;1
677390;34;1
677390;36;1
77336;34;1
77336;36;1
77336;38;1
77336;40;1
77336;42;1
77336;44;1
77506;34;1
77506;36;1
77506;38;1
77506;40;1
77506;44;1
808589;34;1
808589;38;1
808589;46;1
80864;22;1
80864;23;1
80864;17;1
80864;18;1
80864;19;1
80864;20;1
80864;21;1
93908;42;1
93908;44;1
93908;46;1
93908;34;1
93908;36;1
93908;38;1
93908;40;1
227076;48;1
227076;50;1
227076;52;1
227076;40;1
227076;42;1
227076;44;1
227076;46;1
28276;38;1
28276;40;1
28276;34;1
28276;36;1
34575;42;1
34575;44;1
34575;46;1
34575;34;1
34575;36;1
34575;38;1
34575;40;1
6250;36;1
6250;38;1
6250;40;1
69158;18;1
69158;19;1
69158;20;1
69158;21;1
69158;22;1
69158;23;1
69158;17;1
81353;36;1
81353;38;1
81353;44;1
81353;34;1
101753;34;1
101753;38;1
101753;40;1
101753;42;1
101753;46;1
102476;21;1
102476;22;1
102476;23;1
102476;17;1
102476;18;1
102476;19;1
102476;20;1
105950;18;1
105950;19;1
105950;20;1
105950;21;1
105950;22;1
105950;23;1
56301;38;1
56301;40;1
56301;42;1
56301;44;1
56301;46;1
56301;34;1
56301;36;1
30713;44;1
30713;46;1
30713;34;1
30713;36;1
30713;38;1
30713;40;1
30713;42;1
81418;17;1
81418;18;1
81418;19;1
81418;20;1
81418;21;1
81418;22;1
178370;34;1
2707;19;1
2707;21;1
4893;34;1
4893;36;1
4893;38;1
4893;40;1
60174;44;1
60174;42;1
732940;56;1
732940;42;1
732940;46;1
733147;23;1
733147;24;1
733147;25;1
733147;92;1
733147;100;1
779809;34;1
819318;42;1
819318;46;1
864005;32;1
864005;34;1
100947;20;1
100947;22;1
100947;17;1
100947;19;1
119690;23;1
119690;19;1
119690;20;1
119690;21;1
119690;22;1
122709;22;1
122709;23;1
122709;19;1
122709;20;1
122709;21;1
176384;46;1
176384;56;1
176384;58;1
176384;40;1
176384;42;1
176384;44;1
188711;40;1
188711;44;1
188711;46;1
188711;34;1
20068;44;1
20068;46;1
20068;34;1
20068;36;1
20068;38;1
20068;40;1
20068;42;1
20347;40;1
20347;34;1
20347;36;1
20347;38;1
23223;36;1
23223;38;1
23223;40;1
23223;42;1
23223;44;1
23223;46;1
23223;34;1
33006;36;1
33006;38;1
33006;40;1
33006;42;1
34733;18;1
34733;19;1
36259;44;1
36259;46;1
36259;34;1
36259;36;1
36259;38;1
36259;40;1
36259;42;1
519960;44;1
519960;46;1
519960;34;1
519960;36;1
519960;38;1
519960;40;1
519960;42;1
56463;40;1
56463;42;1
56463;44;1
56463;34;1
56463;38;1
56706;18;1
56706;19;1
56706;21;1
61061;38;1
61061;34;1
61061;36;1
684676;34;1
684676;42;1
684676;44;1
684676;46;1
74854;21;1
74854;22;1
74854;23;1
74854;17;1
74854;18;1
74854;19;1
74854;20;1
80423;34;1
80423;46;1
80518;34;1
80518;36;1
848529;36;1
848529;46;1
848529;34;1
87620;40;1
87620;42;1
87620;46;1
87620;34;1
87620;36;1
87620;38;1
878888;17;1
878888;18;1
878888;20;1
878888;21;1
882504;18;1
888998;40;1
888998;42;1
888998;44;1
888998;34;1
888998;36;1
888998;38;1
68931;40;1
68931;42;1
68931;44;1
68931;46;1
68931;34;1
68931;36;1
68931;38;1
96197;36/38;1
96197;40/42;1
3524;75;1
3524;80;1
371971;75;1
371971;80;1
115457;85;1
115457;75;1
149176;75;1
149176;80;1
19662;80;1
19662;75;1
21380;80;1
21380;75;1
526878;XL;1
526878;XXL;1
531718;XS;1
531718;XL;1
531718;XXL;1
9003;75;1
151609;85;1
151609;90;1
151609;75;1
151609;80;1
50855;80;1
50855;85;1
50855;75;1
70347;75;1
70347;80;1
70347;85;1
111181;75;1
111181;80;1
119036;75;1
119036;80;1
119036;70;1
158950;85;1
158950;75;1
158950;80;1
117505;75;1
117505;80;1
117505;85;1
192097;80;1
192097;85;1
192097;75;1
371998;75;1
371998;80;1
457505;85;1
457505;90;1
457505;95;1
457505;100;1
457505;75;1
114787;80;1
117307;75;1
185184;75;1
20710;85;1
4195;34;1
115106;75;1
115106;80;1
115106;85;1
115332;80;1
115332;75;1
117983;80;1
117983;75;1
100107;70;1
100107;75;1
100107;80;1
150074;80;1
150074;85;1
150074;75;1
164054;80;1
164054;70;1
164054;75;1
180734;80;1
180734;85;1
197246;75;1
197246;85;1
371396;75;1
548205;75;1
152749;85;1
454588;48/50;1
531241;70;1
531241;75;1
531241;80;1
6464;44;1
742223;M;1
800520;80;1
800520;75;1
571122;75;1
805976;80;1
805976;90;1
805976;70;1
805976;75;1
155716;75;1
155716;80;1
155716;85;1
460601;80;1
460601;75;1
310673;70;1
444971;70;1
437567;75;1
709812;70;1
709812;75;1
709812;80;1
839247;70;1
30057;XL;1
4178;S;1
418909;70;1
643081;80;1
860050;75;1
8880;44;1
895665;80;1
98512;80;1
532396;70;1
283651;40/42;1
283651;32/34;1
283651;36/38;1
444435;85;1
444435;90;1
444435;95;1
444435;100;1
444435;105;1
444435;110;1
460058;80;1
502913;75;1
540398;75;1
566653;75;1
566653;90;1
571756;;1
587878;75;1
587878;80;1
637720;80;1
655863;70;1
717247;95;1
880544;70;1
674182;70;1
11288;34;1
11288;36/38;1
11288;40/42;1
11288;44/46;1
146153;38;1
146153;40;1
146153;42;1
146153;44;1
146153;46;1
146153;36;1
146247;38;1
146247;40;1
146247;44;1
146247;34;1
146247;36;1
150229;36/38;1
150229;40/42;1
169360;38;1
169360;40;1
169360;42;1
169360;44;1
169360;46;1
169360;34;1
169360;36;1
20287;36/38;1
20287;40/42;1
21394;36/38;1
21394;40/42;1
736777;40/42;1
736777;48;1
736777;32/34;1
736777;36/38;1
741810;52;1
741810;32/34;1
741810;36/38;1
741810;44/46;1
135603;70;1
2331;70;1
709908;70;1
817127;75;1
837373;80;1
214771;56/58;1
118755;36/38;1
119226;36/38;1
19943;85;1
19943;75;1
19943;80;1
2244;S;1
2244;M;1
5991;S;1
5991;M;1
9879;38;1
9879;40;1
9879;44;1
7429;S;1
7429;M;1
7429;L;1
758871;32/34;1
758871;36/38;1
758871;40/42;1
78412;42;1
78412;34;1
78412;36;1
78412;38;1
78412;40;1
30467;38;1
30467;40;1
78539;40;1
78539;42;1
78539;34;1
78539;36;1
78539;38;1
9098;S;1
9098;M;1
9098;L;1
447946;75;1
117955;80;1
117955;85;1
117955;75;1
120260;36/38;1
21785;75;1
50702;75;1
50702;80;1
727113;56/58;1
800505;75;1
416096;70;1
894939;75;1
894958;75;1
9786;M;1
9786;L;1
28710;75;1
28710;80;1
28710;85;1
449670;36/38;1
449670;32/34;1
50969;36/38;1
50969;40/42;1
750357;70;1
296921;52;1
296921;54;1
296921;42;1
296921;44;1
296921;46;1
296921;48;1
34458;40;1
34458;42;1
34458;44;1
34458;46;1
34458;36;1
34458;38;1
27840;38;1
27840;34;1
27840;36;1
3497;34;1
700766;32;1
700766;34;1
700766;36;1
780194;40;1
780194;42;1
780194;44;1
780194;46;1
780194;38;1
746325;M;1
746325;L;1
746325;S;1
895258;36;1
895258;34;1
92094;38;1
92094;40;1
92094;42;1
92094;34;1
92094;36;1
19068;44;1
19068;34;1
19068;36;1
19068;38;1
19068;40;1
19068;42;1
63761;34;1
63761;36;1
63761;38;1
63761;40;1
663447;52;1
663447;44;1
663447;46;1
663447;48;1
663447;50;1
678460;34;1
678460;36;1
678460;38;1
3191;36;1
313476;34;1
313476;36;1
313476;38;1
313476;40;1
313476;42;1
313476;44;1
68119;36;1
68119;38;1
68119;40;1
68119;42;1
68119;34;1
74759;46;1
74759;34;1
74759;36;1
74759;38;1
74759;44;1
9806;40;1
9806;42;1
9806;34;1
9806;36;1
9806;38;1
10045;34;1
10045;36/38;1
10045;40/42;1
10045;44/46;1
4881;36;1
4881;38;1
4881;40;1
4881;42;1
4881;44;1
4881;46;1
4881;34;1
726043;46;1
726043;42;1
726043;44;1
4476;38;1
4476;36;1
513889;42;1
513889;46;1
513889;32;1
513889;34;1
62686;36;1
62686;38;1
62686;34;1
658557;36;1
96103;34;1
96103;36;1
96103;46;1
22728;38;1
22728;40;1
22728;42;1
85493;40;1
85493;34;1
85493;36;1
85493;38;1
29918;38;1
33000;36;1
33000;38;1
33000;40;1
33000;42;1
33000;44;1
33000;46;1
33000;34;1
521305;44;1
521305;32;1
521305;38;1
521305;40;1
86144;34;1
86144;36;1
345462;32;1
345462;34;1
288220;S;1
288220;M;1
288220;L;1
288220;XS;1
97787;34;1
3976;36;1
3976;34;1
490492;34;1
713386;34;1
713386;36;1
713386;42;1
483263;36;1
483263;38;1
475452;44;1
475452;46;1
475452;36;1
475452;38;1
475452;40;1
64682;36;1
64682;40;1
64682;42;1
64682;34;1
302995;38;1
302995;40;1
302995;42;1
302995;44;1
302995;46;1
302995;34;1
302995;36;1
539561;36;1
539561;42;1
539561;34;1
857680;M;1
68237;;1
823294;44;1
823294;42;1
267018;;1
358172;42;1
821961;44;1
846336;34;1
24392;34;1
262680;36;1
35337;34;1
428287;36;1
438466;36/38;1
57914;40;1
856830;34;1
442400;40;1
442400;50;1
442400;52;1
674549;L;1
310401;40;1
310401;42;1
310401;44;1
34125;40;1
34125;42;1
34125;44;1
34125;46;1
34125;38;1
138716;38/40;1
138716;42/44;1
138716;34/36;1
237260;48;1
237260;50;1
237260;52;1
237260;40;1
237260;42;1
237260;44;1
237260;46;1
293843;48;1
293843;50;1
293843;52;1
293843;40;1
293843;42;1
293843;44;1
293843;46;1
305955;52;1
305955;40;1
305955;42;1
305955;44;1
305955;46;1
305955;48;1
305955;50;1
415383;52;1
415383;40;1
415383;42;1
415383;44;1
415383;46;1
415383;48;1
415383;50;1
779897;48;1
779897;50;1
779897;52;1
779897;40;1
779897;42;1
779897;44;1
779897;46;1
9755;44;1
9755;46;1
9755;34;1
9755;36;1
9755;38;1
9755;40;1
9755;42;1
410874;36;1
410874;38;1
410874;40;1
410874;42;1
410874;44;1
471075;32;1
471075;34;1
471075;36;1
111322;46;1
111322;34;1
111322;36;1
111322;38;1
111322;40;1
111322;42;1
111322;44;1
123956;40;1
123956;42;1
123956;36;1
123956;38;1
133486;40;1
133486;42;1
133486;34;1
133486;36;1
133486;38;1
315419;40/42;1
315419;44;1
315419;32/34;1
315419;36/38;1
42819;38;1
42819;40;1
42819;42;1
42819;44;1
42819;46;1
42819;34;1
42819;36;1
9345;34;1
9345;36;1
9345;38;1
9345;40;1
9345;42;1
638974;34;1
161099;40/42;1
161099;32/34;1
161099;36/38;1
578581;48;1
578581;50;1
578581;52;1
578581;40;1
578581;42;1
578581;44;1
578581;46;1
735412;40;1
735412;42;1
735412;44;1
735412;46;1
735412;50;1
206338;38;1
206338;40;1
206338;42;1
206338;34;1
29554;46;1
29554;34;1
29554;36;1
29554;38;1
29554;40;1
29554;42;1
29554;44;1
263851;32;1
263851;38;1
263851;40;1
263851;42;1
371027;32;1
371027;34;1
371027;36;1
371027;38;1
44417;34;1
44417;36;1
44417;38;1
44417;40;1
446583;36;1
446583;38;1
446583;40;1
446583;42;1
692827;34;1
692827;38;1
71030;34;1
71030;36;1
71030;38;1
71030;40;1
7539;34;1
7539;36;1
7539;38;1
7539;40;1
7539;42;1
7539;44;1
754365;44/46;1
754365;48/50;1
763185;38;1
763185;40;1
763185;42;1
763185;32;1
763185;34;1
763185;36;1
800485;36/38;1
800485;40/42;1
800485;44/46;1
826617;46;1
826617;48;1
826617;54;1
826617;56;1
826617;40;1
826617;42;1
826617;44;1
850645;40;1
850645;42;1
850645;32;1
850645;36;1
850645;38;1
9892;38;1
9892;40;1
209372;40;1
209372;42;1
209372;44;1
209372;34;1
209372;36;1
209372;38;1
137864;40;1
137864;42;1
137864;34;1
137864;36;1
137864;38;1
VIP12;34;1
VIP12;36;1
VIP12;38;1
VIP12;40;1
VIP12;42;1
2841;38;1
2841;40;1
2841;42;1
2841;44;1
2841;36;1
368204;40/42;1
368204;32/34;1
368204;36/38;1
368964;36/38;1
368964;40/42;1
368964;32/34;1
19634;;1
808749;;1
719977;S;1
129407;36;1
129407;38;1
129407;40;1
129407;42;1
177053;42;1
177053;44;1
177053;46;1
57254;42;1
57254;34;1
57254;38;1
57254;40;1
106222;34;1
106222;36;1
106222;40;1
106222;42;1
106222;46;1
138941;34;1
138941;36;1
138941;38;1
138941;40;1
22545;34;1
22545;36;1
22545;38;1
22545;40;1
22545;42;1
495600;44/46;1
573949;40/42;1
573949;44/46;1
68490;40;1
68490;34;1
68490;36;1
68490;38;1
700707;32;1
700707;34;1
700707;36;1
700707;38;1
7336;34;1
7336;36;1
7336;38;1
868478;34;1
12068;44;1
12068;46;1
12068;34;1
12068;36;1
12068;38;1
12068;42;1
46654;38;1
46654;40;1
46654;34;1
46654;36;1
526138;32;1
530274;32/34;1
530274;36/38;1
530274;44/46;1
596972;40/42;1
596972;44/46;1
596972;36/38;1
624576;36;1
624576;38;1
624576;40;1
624576;42;1
52995;34;1
52995;36;1
52995;38;1
52995;42;1
8479;34;1
8479;36;1
369306;32/34;1
369306;36/38;1
570345;32/34;1
570345;36/38;1
741428;34;1
741428;36;1
741428;38;1
741428;40;1
630062;32;1
630062;34;1
630062;36;1
630062;38;1
15994;36;1
15994;38;1
15994;40;1
15994;42;1
15994;44;1
15994;46;1
15994;34;1
68357;42;1
68357;44;1
68357;46;1
68357;34;1
68357;36;1
68357;38;1
68357;40;1
79022;42;1
79022;44;1
79022;34;1
79022;36;1
79022;38;1
79022;40;1
828778;46;1
828778;34;1
828778;36;1
828778;38;1
828778;40;1
828778;42;1
828778;44;1
86916;36;1
86916;38;1
86916;40;1
86916;42;1
86916;44;1
86916;46;1
86916;34;1
11287;34;1
632044;42;1
183473;36;1
183473;38;1
183473;40;1
210971;44;1
210971;52;1
284990;36;1
80679;36;1
57018;36;1
57018;40;1
2450;36;1
2450;38;1
2450;40;1
64361;34;1
64361;36;1
64361;38;1
64361;40;1
64361;42;1
77466;34;1
77466;38;1
149826;34;1
149826;36;1
149826;38;1
149826;40;1
149826;42;1
15793;34;1
15793;44;1
15793;46;1
183750;42;1
183750;44;1
183750;46;1
183750;34;1
183750;36;1
183750;38;1
183750;40;1
20411;34;1
20411;36;1
20411;38;1
20411;40;1
33024;36;1
33024;38;1
33024;40;1
58230;36;1
58230;38;1
58230;42;1
58230;44;1
58230;46;1
5876;36;1
5876;38;1
5876;44;1
5876;34;1
59526;44;1
59526;36;1
59526;38;1
59526;40;1
59526;42;1
79725;38;1
79725;44;1
79725;34;1
79725;36;1
