Category;SubCategory;ArticleNumber;ArticleName;ArticleDescription;Colour;ArticleURL;ImageURL;OldPrice;NewPrice;Quantity
Для женщин;Джинсы;52726;Boyfriend-Jeans;Five-Pockets mit trendstarkem Wash-out-Effekt. Leicht vertiefte Leibhöhe. 98% Baumwolle, 2% Elasthan. Waschbar. Ohne Gürtel.;blue stone;http://www.corso.de/products/52726%7C12902K01~Boyfriend-Jeans.html;http://www.corso.de/images/generated/media/a61b752ad32acd43c4768cf084feff.jpg;58,66000;10,63000;1
Для женщин;Джинсы;543624;Jeggings neon;In knalligem Neon. Bequemer Gummizugbund, seitliche Eingrifftaschen und aufgesetzte Taschen hinten. Elastische Qualität. Produkttyp: Jeggings. Beinform: Leggings. Passform: Schmal. Bund + Verschluss: Gummizug. Leibhöhe: Niedrig. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;neonblau;http://www.corso.de/products/543624~Jeggings-neon.html;http://www.corso.de/images/generated/media/faeb57ef56aa9b9b287b5786c83b57b.jpg;67,19000;11,75000;1
Для женщин;Джинсы;545537;Streifenhose;Streifenhose von FLASHLIGHTS. Angesagter Bootcut im 5-Pocket-Style mit Gürtelschlaufen und Stickereien auf den Potaschen. Niedrige Leibhöhe. Knackiger Sitz durch den Stretch-Anteil. Produkttyp: 5-Pocket-Hose. Beinform: Röhre. Passform: Schmal. Bund + Verschluss: Knopf. Saum: durchgesteppt. Leibhöhe: Niedrig. Beinlänge: Lang. Stil: Basic. Optik: Gestreift. Taschenanzahl: 5. Vordertaschen: Runde Eingriffstaschen. Gesäßtaschen: Mit aufgesetzten Taschen. Länge der Gürtelschlaufe: 5,5 cm. Pflegehinweise: Maschinenwäsche. Innenbeinlänge bei N-Größe: In Gr. 38 ca. 81,5cm. Auslieferung: Liegend. Material: Baumwolle. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Fütterung/Innenfutter: Baumwolle. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;gestreift;http://www.corso.de/products/545537~Streifenhose.html;http://www.corso.de/images/generated/media/c32baf347f9caecfbd7c885a6ec44063.jpg;75,59000;10,91000;1
Для женщин;Джинсы;711098;Stretchjeans metal;Mit goldfarbenem Metall-Label und goldfarbener Paspelierung an den Taschen und der rückwärtigen Passe. Röhrenform. Elastische Denim-Qualität. Produkttyp: Röhrenjeans. Beinform: Röhre. Passform: Schmal. Bund + Verschluss: Knopf. Leibhöhe: Komfortabel. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 75% Baumwolle, 23% Polyester, 2% Elasthan.;dark blue;http://www.corso.de/products/711098~Stretchjeans-metal.html;http://www.corso.de/images/generated/media/5554192ce1c38c80e6bf6c854d82e1ca.jpg;109,19000;14,55000;1
Для женщин;Джинсы;712431;Stretchjeans metal;Mit goldfarbenem Metall-Label und goldfarbener Paspelierung an den Taschen und der rückwärtigen Passe. Ausgestellter Schnitt. Elastische Denim-Qualität Produkttyp: Bootcutjeans. Beinform: Bootcut. Passform: Schmal. Bund + Verschluss: Knopf. Leibhöhe: Komfortabel. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 75% Baumwolle, 23% Polyester, 2% Elasthan.;dark blue;http://www.corso.de/products/712431~Stretchjeans-metal.html;http://www.corso.de/images/generated/media/7fba2f41ea9eededb56eb80efc87f.jpg;97,99000;13,43000;1
Для женщин;Джинсы;821723;Jeggings Kordelpas;Kontrastfarbene Kordelpaspel an der Beinseite für eine optische Streckung. Bequemer Gummizugbund. Mit Label auf einer der Gesäßtaschen. Elastische Denim-Qualität. Produkttyp: Jeggings. Beinform: Röhre. Passform: Eng. Bund + Verschluss: Dehnbarer Bund. Leibhöhe: Etwas niedriger. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 79% Baumwolle, 19% Polyester, 2% Elasthan.;grey used;http://www.corso.de/products/821723~Jeggings-Kordelpas.html;http://www.corso.de/images/generated/media/7e7ddcede2938fbb476ea931d6bbf.jpg;67,19000;11,19000;1
Для женщин;Джинсы;816757;Jeans golden effec;Mit goldfarbenen Effekten: aufgesprühte Beschichtung insgesamt sowie auf den Nähten an Bund, Taschen vorn und hinten und auf den Gürtelschlaufen. Leichte Crinkle-Effekte. Gesäßtaschen mit Ziernähten. Five-Pocket-Style in gerader Form. Elastische Denim-Qualität. Produkttyp: 5-Pocket-Jeans. Jeans-Typ: Latin. Beinform: Gerade. Passform: Schmal. Bund + Verschluss: Reißverschluss. Saum: durchgesteppt. Leibhöhe: Niedrig. Beinlänge: Lang. Stil: Sexy. Optik: Overdyed. Applikationen: Stickerei. Taschenanzahl: 5. Vordertaschen: Runde Eingriffstaschen. Gesäßtaschen: Mit aufgesetzten Taschen. Länge der Gürtelschlaufe: 6 cm. Innenbeinlänge bei N-Größe: In Gr. 38 ca. 83,5 cm. Innenbeinlänge bei K-Größe: In Gr. 19 ca. 78,5 cm. Innenbeinlänge bei L-Größe: In Gr. 76 ca.90,5 cm. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Jeans. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Fütterung/Innenfutter: Baumwolle. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;dirty blue u;http://www.corso.de/products/816757%7C12802K00~Jeans-golden-effec.html;http://www.corso.de/images/generated/media/a37e54056d2e161c0f1bc81d0fc666b.jpg;97,99000;12,87000;1
Для женщин;Джинсы;822305;Jeggings Kordelpas;Kontrastfarbene Kordelpaspel an der Beinseite für eine optische Streckung. Bequemer Gummizugbund. Mit Label auf einer der Gesäßtaschen. Elastische Denim-Qualität. Produkttyp: Jeggings. Beinform: Röhre. Passform: Eng. Bund + Verschluss: Dehnbarer Bund. Leibhöhe: Etwas niedriger. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 79% Baumwolle, 19% Polyester, 2% Elasthan.;grey used;http://www.corso.de/products/822305~Jeggings-Kordelpas.html;http://www.corso.de/images/generated/media/15ef35b0a23f871c2c0b2a227248b.jpg;75,59000;10,91000;1
Для женщин;Джинсы;853130;Nietenjeans Röhre;Nietenapplikationen seitlich. 5-Pocket-Style mit Gürtelschlaufen, Reißverschluss und Nieten. Bequemer Stretch-Denim. Produkttyp: Röhrenjeans. Beinform: Röhre. Passform: Eng. Bund + Verschluss: Reißverschluss, Knopf. Leibhöhe: Etwas niedriger. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 71% Baumwolle, 26% Polyester, 3% Elasthan.;schwarz;http://www.corso.de/products/853130~Nietenjeans-Roehre.html;http://www.corso.de/images/generated/media/b731cc84825d2ab6896292f101f1ba3.jpg;144,19000;18,19000;1
Для женщин;Джинсы;658341;Jeggings neon;In knalligem Neon. Bequemer Gummizugbund, seitliche Eingrifftaschen und aufgesetzte Taschen hinten. Elastische Qualität. Produkttyp: Jeggings. Beinform: Leggings. Passform: Schmal. Bund + Verschluss: Gummizug. Leibhöhe: Niedrig. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;neonkoralle;http://www.corso.de/products/658341~Jeggings-neon.html;http://www.corso.de/images/generated/media/8d9fe86a8daf7ab9f96f24d25a9f2.jpg;67,19000;8,11000;1
Для женщин;Джинсы;883290;Jeans;Edle Jeans mit Spitzenapplikationen. Spitze an den Taschen und einen Gürtel aus Spitze. In drei Längen: Normal (N-Größen) - ca. 82,5 cm. Lang (L-Größen) - ca. 89,5 cm. Kurz (K-Größen) - ca. 77,5 cm. Strechdenim aus 98% Baumwolle, 2% Elastan.;grey denim;http://www.corso.de/products/883290~Jeans.html;http://www.corso.de/images/generated/media/b7fddaa1d56158e5da9e5a3a66098bc.jpg;114,79000;13,99000;1
Для женщин;Джинсы;441057;Jeans;Stretch-Jeans »Diamonds« von LAURA SCOTT in modischer Boot-cut-Form: schmal am Knie, leicht ausgestellter Saum. Klassischer 5-Pocket-Style. Schöne Details als Blickfang: Glitzernieten, weiße Kontrastnähte und Klappentaschen mit Knopf auf dem Po. Sehr niedrige Leibhöhe. Trageangenehmer Stretch-Denim. Produkttyp: Bootcutjeans. Beinform: Bootcut. Passform: Schmal. Bund + Verschluss: Knopf. Saum: Ohne. Leibhöhe: Sehr niedrig. Beinlänge: Lang. Stil: Feminin. Applikationen: Nieten. Taschenanzahl: 5. Vordertaschen: Runde Eingriffstaschen. Gesäßtaschen: Aufgesetzte Taschen mit Verschlussklappe. Länge der Gürtelschlaufe: 7,5 cm. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Jeans. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;weiß;http://www.corso.de/products/441057~Jeans.html;http://www.corso.de/images/generated/media/bdc1f962ef896b65bc40d75237d06e26.jpg;95,19000;7,97000;1
Для женщин;Джинсы;537380;Jeggings neon;In knalligem Neon. Bequemer Gummizugbund, seitliche Eingrifftaschen und aufgesetzte Taschen hinten. Elastische Qualität. Produkttyp: Jeggings. Beinform: Leggings. Passform: Schmal. Bund + Verschluss: Gummizug. Leibhöhe: Niedrig. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 98% Baumwolle, 2% Elasthan.;neonblau;http://www.corso.de/products/537380~Jeggings-neon.html;http://www.corso.de/images/generated/media/3d3f8ed6d0c795e7bfff99bf461ff59.jpg;75,59000;14,27000;1
Для женщин;Куртки и пальто;17686;Safari-Jacke;Safari-Jacke mit Nietenapplikation. Pflegeleichte Baumwollqualität. Leicht taillierte Form. Mit Kopfleiste und Bindegürtel. Mit Hemdkragen. figurbetonter Schnitt.;oliv;http://www.corso.de/products/17686%7C12702K01~Safari-Jacke.html;http://www.corso.de/images/generated/media/82cc1e258fdfb1599597a3ad7419afb9.jpg;86,66000;12,87000;1
Для женщин;Куртки и пальто;30086;Sweatjacke;Bemerkenswert bedruckte Sweatjacke. Setzt Sie bei festlichen Gelegenheiten gekonnt in Szene. Dieser Long-Hoodie sieht nicht nur während des Tages cool aus, sondern ist auch warm wenn die Sonne untergeht. Die vertikalen Linien sind einzigartig für diese Drucktechnik. 100% Polyester. Länge ca. 87 cm.;bunt;http://www.corso.de/products/30086~Sweatjacke.html;http://www.corso.de/images/generated/media/70caa8317ab2132867926ad1e539d884.jpg;78,40000;11,75000;1
Для женщин;Куртки и пальто;34556;Jerseyblazer;Mit Schulterklappen und Zipper-Brusttasche, aufgesetzte Pattentaschen auf Hüfthöhe. Leicht tailliert durch Gummizug im Rückteil. Länge ca. 54 cm. 100% Baumwolle. Waschbar.;rose;http://www.corso.de/products/34556%7C12902K01~Jerseyblazer.html;http://www.corso.de/images/generated/media/f1417d9fad6b423fbf238b4ced8c4a.jpg;72,66000;13,43000;1
Для женщин;Куртки и пальто;36932;Jeansweste;Moderner Used-Look. Schmale Form, mit spitz auslaufendem Saum. Länge ca. 50 cm. Figurbetonte Form. 98% Baumwolle, 2% Elasthan. Waschbar.;blue denim;http://www.corso.de/products/36932~Jeansweste.html;http://www.corso.de/images/generated/media/5c6454b2a84d962bfb2a11b7206c66.jpg;86,66000;14,83000;1
Для женщин;Куртки и пальто;45470;Longblazer;Sehr schick und doch lässig zugleich! Das kleine Revers mit Kragen ist topmodisch, die großen Knöpfe fallen auf. Mit 2 aufgesetzten Pattentaschen und 1 Paspeltasche. Gehschlitz hinten. Länge ca. 80 cm. Figurbetonte Form. 97% Baumwolle (Organic Cotton Exchange), 3% Elasthan. Futter: 100% Acetat. Chemische Reinigung.;royalblau;http://www.corso.de/products/45470%7C12902K01~Longblazer.html;http://www.corso.de/images/generated/media/78ecf2fc2bb438e8d11496316812439.jpg;184,66000;24,49000;1
Для женщин;Куртки и пальто;571657;Blazer;Blazer, Tamaris. Das modische Allroundtalent: sportiv zu Cordhose und Jeans oder elegant zum passenden Rock. Taillierter Schnitt, vier aufgesetzte Cargotaschen mit Schmuckknopf und kontrastfarbene Ellenbogenpatches. Die Länge des Karoblazers ist ca. 59 cm. Komfortable Stretch-Qualität im aktuellen Glencheck-Dessin. Aus hautfreundlich ausgestatteter Qualität. Obermaterial: 63% Polyester, 34% Viskose, 3% Elasthan. Futter: 100% Polyester.;schwarz-kari;http://www.corso.de/products/571657~Blazer.html;http://www.corso.de/images/generated/media/dd3324a35d29e5d15168103ba22a4f9.jpg;128,79000;17,49000;1
Для женщин;Куртки и пальто;78394;Kurzjacke;L ca. 54 cm. Figurbetonte Form. Spitze: 95% Viskose, 5% Elasthan. Einsatz: 100% Baumwolle. Waschbar.;taupe;http://www.corso.de/products/78394~Kurzjacke.html;http://www.corso.de/images/generated/media/99d1d82a8ae4957d6adb6b5b4cc4ab8.jpg;128,66000;21,69000;1
Для женщин;Куртки и пальто;80689;Cordblazer;Klassicher Style aus sportivem Cord. Zweireihig mit Zier-Pattentaschen. Länge ca. 58 cm. Figurbetonte Form. 97% Baumwolle, 3% Elasthan. Futter 100% Polyester. Waschbar.;rot;http://www.corso.de/products/80689%7C12802K01~Cordblazer.html;http://www.corso.de/images/generated/media/da43e7445e7530e89dbf293c2cea22cf.jpg;128,66000;18,19000;1
Для женщин;Куртки и пальто;807463;Weste;In aktueller Zipfelform. Wird lässig offen getragen und lässt sich perfekt zu den Shirts dieser Seite kombinieren. Zierriegel mit Knöpfen auf den Schultern. Größenangepasste Länge von ca. 54 bis 66 cm. Leichter Jersey aus 100% Baumwolle. Farbe Graumelange: 90% Baumwolle, 10% Viskose.;jeansblau;http://www.corso.de/products/807463%7C12802K04~Weste.html;http://www.corso.de/images/generated/media/bf47f79deadcde5c4ae0cd5910a0995e.jpg;20,99000;5,59000;1
Для женщин;Куртки и пальто;446878;Blazer Persiana;Modischer Blazer von BUFFALO in Wolloptik. Tolles Detail: zwei horizontale Reißverschlüsse auf Brusthöhe. Figurbetonende Passform. Produkttyp: Blazer. Passform: Figurbetont. Kragen: Ohne. Ausschnitt: V-Ausschnitt. Ärmelstil: Langarm. Stil: Feminin. Optik: Uni. Verschlussart: Ohne. Taschen: Ohne. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Kunstfaser. Fütterung/Innenfutter: Polyester. Gesamtlänge: 58 cm. Materialzusammensetzung: Obermaterial: 100% Polyacryl. Futter: 100% Polyester.;schwarz;http://www.corso.de/products/446878%7C12802K00~Blazer-Persiana.html;http://www.corso.de/images/generated/media/bb7ea1821b948245dcd0d2fdc2381f.jpg;128,79000;15,39000;1
Для женщин;Куртки и пальто;6663;Longblazer;Ein Klassiker, der einen aufregend femininen Auftritt garantiert. Schlank formend durch die raffinierte Nahtführung. Paspelierte Eingrifftaschen an der Seite. Reverskragen und Schulterpolster unterstreichen die schmale Linie. Figurbetonte Form. Mit drei Knöpfen vorne und an den Ärmeln. Verdeckter kleiner Schlitz im Rücken. Länge ca. 82 cm. 93% Polyester, 7% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;helltaupe;http://www.corso.de/products/6663~Longblazer.html;http://www.corso.de/images/generated/media/a86847c551e9a13706d3a252ea9a31.jpg;142,66000;16,51000;1
Для женщин;Куртки и пальто;108465;Steppjacke;Leicht wattiert, mit leichtem Glanz. Mit 2-Wege-Zipper. Länge ca. 58 cm. Aus 100% Polyamid. Besatz: 100% Polyester. Wattierung: 100% Polyester. Futter: 100% Polyamid. Waschbar.;ecru;http://www.corso.de/products/108465~Steppjacke.html;http://www.corso.de/images/generated/media/5ce8826d98411962a9529b7d5851af5.jpg;114,66000;30,79000;1
Для женщин;Куртки и пальто;683341;Jacke;In wärmender und weicher Qualität. Aktueller Style mit modischen Kontrastbesätzen am Reverskragen, an der Knopfleiste und an den fest fixierten Ärmelriegeln. Teilungsnähte auf der Vorder- und Rückseite. Einreihige Frontknopfleiste mit dekorativen Metallknöpfen. 2 Einschubtaschen vorn. Gefüttert. Größenangepasste Länge von ca. 73 bis 82 cm. Flauschige, elastische Qualität aus 77% Polyester, 20% Viskose, 3% Elasthan. Futter: 100% Polyester. Reinigung.;marine/grau;http://www.corso.de/products/683341~Jacke.html;http://www.corso.de/images/generated/media/2d8840e79b78d43983cc3ca60ca75a6.jpg;141,40000;27,29000;1
Для женщин;Куртки и пальто;791117;Mantel;Mit modischem, seitlich versetztem Reißverschluss. Im wirkungsvollen Materialkontrast die Lederimitat- Details an Kragen, Ärmelsaum und Eingrifftaschen. Aktueller Schnitt in etwas weiterer, gerader Form. Länge ca. 90 cm. Elastisches, knitterunempfindliches Obermaterial aus 94% Polyester, 4% Viskose, 2% Elasthan. Futter: 100% Polyester. Lederimitat: 100% Polyurethan.;marine;http://www.corso.de/products/791117~Mantel.html;http://www.corso.de/images/generated/media/4da92497586fabbb12f0a2f25ff3911d.jpg;169,40000;30,79000;1
Для женщин;Куртки и пальто;760144;Military Mantel PU;Im Military-Look: Ärmel, Schulterklappen, Zierriegel hinten und zwei aufgesetzte Taschen in Lederoptik. Doppelreihige Knopfleiste. Weiche, gefütterte Qualität. Produkttyp: Kurzmantel. Passform: Sehr figurbetont. Verschlussart: Knöpfe zweireihig. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 90% Polyester, 10% Viskose. Ärmel: 100% Viskose.;offwhite;http://www.corso.de/products/760144~Military-Mantel-PU.html;http://www.corso.de/images/generated/media/ac6572c96fc8f23fef72fedaf8f0a22a.jpg;159,59000;23,79000;1
Для женщин;Куртки и пальто;23755;Druckblazer;Newcomer mit sensationellem Flower-Print! Auf 2 Knöpfe zu schließen. Aufgesetzte Taschen. Länge ca. 58 cm. Figurbetonte Form. 98% Baumwolle, 2% Elasthan. Waschbar.;bunt;http://www.corso.de/products/23755%7C12802K01~Druckblazer.html;http://www.corso.de/images/generated/media/22b01a36705d61e732e84b73f2bfc225.jpg;100,66000;25,19000;1
Для женщин;Куртки и пальто;50777;Druckblazer;Mode-Liebling für viele Saisons! Feine Rippenware mit modischen Overlocknähten. Länge ca. 58cm. Figurbetonte Form. 98% Baumwolle, 2% Elasthan. Waschbar.;blau;http://www.corso.de/products/50777~Druckblazer.html;http://www.corso.de/images/generated/media/7a591c16d0dadde49e2b961cfc21d2b8.jpg;86,66000;21,69000;1
Для женщин;Куртки и пальто;138927;Jacke;Leicht wattiert, mit leichtem Glanz. Mit 2-Wege-Zipper. Länge ca. 58 cm. Aus 100% Polyamid. Besatz: 100% Polyester. Wattierung: 100% Polyester. Futter: 100% Polyamid. Waschbar.;hummer;http://www.corso.de/products/138927%7C12902K01~Steppjacke.html;http://www.corso.de/images/generated/media/bf558752d33e3200ae61a05a59cdd.jpg;114,66000;27,99000;1
Для женщин;Куртки и пальто;15192;Kurzjacke;Mit Volants und Reißverschluss. Kragenlos. Länge ca. 50 cm. Aus 100% Polyester. Futter aus 100% Polyester. Waschbar.;tomatenrot;http://www.corso.de/products/15192%7C12902K01~Kurzjacke.html;http://www.corso.de/images/generated/media/a589e4112d6e5dc8684121d0cdceca8.jpg;100,66000;22,39000;1
Для женщин;Куртки и пальто;186890;Druckblazer;Mode-Liebling für viele Saisons! Feine Rippenware mit modischen Overlocknähten. Länge ca. 58cm. Figurbetonte Form. 98% Baumwolle, 2% Elasthan. Waschbar.;bunt;http://www.corso.de/products/186890~Druckblazer.html;http://www.corso.de/images/generated/media/618756f138d94a41010593ec9b21.jpg;86,66000;13,99000;1
Для женщин;Куртки и пальто;27065;Jacquradblazer;Feminin! Taillierter 2-Knopf-Einreiher mit Schalkragen. 2 paspelierte Pattentaschen. Abgerundeter Saum. Komplett gefüttert. Länge ca. 58 cm. Figurbetonte Form. 57% Polyester, 25% Polyacryl, 18% Baumwolle. Futter: 100% Polyester. Chemische Reinigung.;sand;http://www.corso.de/products/27065%7C12802K01~Jacquradblazer.html;http://www.corso.de/images/generated/media/d89fada5f499cdd7adb1c52581752a.jpg;128,66000;18,89000;1
Для женщин;Куртки и пальто;395154;Blazer Spitze;Blazer von MELROSE. Ein-Knopf-Verschluss. Stark tailliert. Zwei Paspeltaschen vorn sowie Ärmelsaum mit Satin- und Spitzenapplikation. Klassischer Reverskragen. Passende Kombiartikel erhältlich. Produkttyp: Blazer. Passform: Sehr figurbetont. Verschlussart: Knöpfe einreihig. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 64% Polyester, 33% Viskose, 3% Elasthan. Rückseite: 100% Polyester. Futter: 100% Polyester. Kragen: 100% Polyester.;rot;http://www.corso.de/products/395154~Blazer-Spitze.html;http://www.corso.de/images/generated/media/af9444723f3a33ab146d5de4c914f37.jpg;97,99000;15,95000;1
Для женщин;Куртки и пальто;6940;Mantel;Länge ca 96 cm. Figurumspielende Form. Oberstoff und Futter aus 100% Polyester. Waschbar.;helltaupe;http://www.corso.de/products/6940~Mantel.html;http://www.corso.de/images/generated/media/b78045b77067eac1da28bfd8575951.jpg;184,66000;21,69000;1
Для женщин;Куртки и пальто;850753;Parka mit Sweatärm;Ärmel aus Sweatmaterial. Großer Kragen mit Sweatfutter und Druckknopfverschluss. Verdeckter Reißverschluss. Druckknöpfe am Windfang. Zwei große Pattentaschen vorn, zwei Brusttaschen mit Reißverschluss. Tunnelzug auf Hüfthöhe. Hinten etwas länger geschnitten, mit figurbetonenden Teilungsnähten. Saum hinten mit kurzem Schlitz und Tunnelzug. Gefütterte Qualität. Produkttyp: Parka. Passform: Figurumspielend. Verschlussart: Reißverschluss und Knopfleiste. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 79% Baumwolle, 21% Polyamid. Futter: 100% Polyester. Ärmel: 80% Baumwolle, 20% Polyester. Wattierung: 100% Polyester.;khaki;http://www.corso.de/products/850753~Parka-mit-Sweataerm.html;http://www.corso.de/images/generated/media/acba6a9efbbdb7b6a396dcf12397799a.jpg;159,59000;28,69000;1
Для женщин;Куртки и пальто;587986;Lederimitatjacke I;Bikerjacke von AJC mit Kunstlederärmeln. Mit Ikat-Muster. Jedes Teil ein Unikat. Mit Eingrifftaschen. Reißverschlüsse am Ende der Ärmel. Produkttyp: Jackenblazer. Passform: Klassisch. Kragen: Revers. Ärmelstil: Langarm. Stil: Casual. Optik: Mehrfarbig. Verschlussart: Reißverschluss. Taschen: Eingrifftaschen. Auslieferung: Liegend. Pflegehinweise: Nur Reinigung. Material: Web, Lederimitat. Fütterung/Innenfutter: Polyester. Gesamtlänge: 58 cm. Materialzusammensetzung: Obermaterial: 100% Viskose. Futter: 100% Polyester. Beschichtung: 100% Polyurethan.;ikat gemuste;http://www.corso.de/products/587986~Lederimitatjacke-I.html;http://www.corso.de/images/generated/media/e6406816f7cbd74cf4c3ad1e2bd1add9.jpg;128,79000;25,89000;1
Для женщин;Куртки и пальто;16470;Kurzblazer;Zierpaspeltaschen. Länge ca. 62 cm. Figurbetonte Form. Aus 75% Wolle, 25% Polyester. Futter: 100% Polyester. Chemische Reinigung.;bordeaux;http://www.corso.de/products/16470%7C12802K01~Kurzblazer.html;http://www.corso.de/images/generated/media/83a7f33a734260b9f35630f97e7e9a.jpg;170,66000;20,29000;1
Для женщин;Куртки и пальто;52341;Parka;Raffungen an den Ärmeln und am Reißverschluss. Teilungsnähte effektvoll gekräuselt. Eingrifftaschen mit Zierknöpfen, Ärmel mit Riegel. L ca. 76 cm. Sommerlich leichtes Material, 70% Modal, 30% Polyester. Waschbar.;oliv;http://www.corso.de/products/52341%7C12902K01~Parka.html;http://www.corso.de/images/generated/media/51533917a8b8d6a2552845facc02224.jpg;170,66000;30,79000;1
Для женщин;Куртки и пальто;49386;Jacke;Für Frauen, die das Besondere lieben: der Kurzblazer aus grober Spitze. Mit asymmetrischem Reißverschluss und Druckknopfverschluss am Ausschnitt. Länge ca. 56 cm. Figurbetonte Form. Vorderteil mit Jersey unterlegt, Rückteil komplett aus Jersey: 85% Viskose, 10% Polyester, 5% Elasthan. Spitze: 100% Baumwolle. Waschbar.;ecru;http://www.corso.de/products/49386~Spitzenblazer.html;http://www.corso.de/images/generated/media/359ef33ebb9b7281b01be6badb8a98.jpg;86,66000;19,59000;1
Для женщин;Куртки и пальто;29297;Jacke;Unwiderstehlicher Begleiter für Jeans & Co! Gefütterter Samtblazer mit 2 aufgesetzten Taschen und 1 Brusttasche. Länge ca. 54 cm. Figurbetonte Form. 97% Baumwolle, 3% Elasthan. Futter: 100% Polyester. Waschbar.;kiwi;http://www.corso.de/products/29297%7C12802K01~Blazer.html;http://www.corso.de/images/generated/media/146bd25775824db35e8b4828194cbf12.jpg;114,66000;26,59000;1
Для женщин;Куртки и пальто;445674;Weste;Ob über Blusen oder Shirts: Der neue Business-Chic macht Lust auf individuelle Kombinationen. Vorn und hinten mit doppelten Gürtelschlaufen. Quereinsatz mit Leistentaschen. 2 Schlitze hinten. Anspruchsvolle Qualität mit besten Trageeigenschafen: geschmeidig weich, knitterarm und elastisch. Größenangepasste Länge von ca. 55 bis 64 cm. Aus 64% Polyester, 34% Viskose, 2% Elasthan. Futter: 100% Polyester.;grau melange;http://www.corso.de/products/445674~Weste.html;http://www.corso.de/images/generated/media/88e2f61c601260a73d989740a5c0f580.jpg;58,79000;15,67000;1
Для женщин;Куртки и пальто;4235;Jerseyblazer;Edles Lieblingsteil mit schimmernden Pailletten. Kurz und feminin, mit einen Knopf zu schließen. Mit 3/4-Arm, Eingrifftaschen. Kontrastfarbene Sweat-Abschlüsse. Länge ca. 48 cm. Figurbetonte Form. Aus 100% Baumwolle. Besatz: 53% Baumwolle, 47% Polyester. Futter: 96% Viskose, 4% Elasthan. Waschbar.;creme;http://www.corso.de/products/4235~Jerseyblazer.html;http://www.corso.de/images/generated/media/d8d8d454ab7de1ba2eee30f54957ab5f.jpg;86,66000;20,29000;1
Для женщин;Куртки и пальто;116947;Cordweste;Gefüttert. 2 Paspeltaschen, mit Riegel und Knopf zu verschließen. Größenangepasste Länge von ca. 51 bis 62 cm. Elastischer, weicher Feincord aus 98% Baumwolle, 2% Elasthan. Futter aus 100% Baumwolle.;braun;http://www.corso.de/products/116947~Cordweste.html;http://www.corso.de/images/generated/media/b04941e3b5b03d6b22fbaf3418c426a7.jpg;79,79000;18,19000;1
Для женщин;Куртки и пальто;189565;Outdoorjacke;Mit Stehkragen und abnehmbarer Kapuze. Kontrastfarbenes Mesh-Futter innen und in der Kapuze. IX-CHEL-Stickerei auf Brusthöhe. Größenangepasste Länge von ca. 72 bis 80 cm. Obermaterial und Futter: 100% Polyester.;hellgrün;http://www.corso.de/products/189565~Outdoorjacke.html;http://www.corso.de/images/generated/media/11f3477cec2e64d83ba28178c9170.jpg;141,40000;25,89000;1
Для женщин;Куртки и пальто;21051;Longblazer;Mit aufwändiger Schulter-Verarbeitung. Optischer Shape-Effekt durch spezielle Nahtführung. 2 Pattentaschen. Länge ca. 72 cm. Figurbetonte Form. Aus 64% Polyester, 32% Viskose, 4% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;kiwi;http://www.corso.de/products/21051%7C12902K01~Longblazer.html;http://www.corso.de/images/generated/media/7c72bc3b30d60263c1222c94de1e3a.jpg;142,66000;26,59000;1
Для женщин;Куртки и пальто;49487;Blazer;Der Klassiker mit stylisher Ärmelraffung! Mit Reverskragen und Pattentaschen. L ca. 54 cm. Figurbetonte Form. Aus 100% Polyester. Futter: 100% Acetat. Chemische Reinigung.;rot;http://www.corso.de/products/49487%7C12602K01~Blazer.html;http://www.corso.de/images/generated/media/f9744475335e5bf0f7386c6e351fa39.jpg;142,66000;28,69000;1
